"username","userid","mediacount","followers","followees","bio","url"
"trampolin.tehran",6076264891,234,19069,382,"💎عرضه ترامپولین های اورجینال 💎
💎در مدل ها و ابعاد مختلف 💎
💎گارانتی دار با کش ها و صفحه اورجینال 💎
💎تلفن جهت سفارش ۰۹۲۱۶۲۶۰۹۱۱ 💎
ارتباط با ماواتساپ👇👇",""
"jodowkoshti",6107690610,1384,16045,7346,"",""
"aboutmohad3",8224931215,78,21800,102,"من محدثه‌ام‌‌ با من همراه باش🙈😍
اینجا قراره کلی روزمرگی و دابسمش منو‌ببینی🤪😜
بودنتون‌‌برام با ارزشه🪽🤍
لاهیجان🌱
همکاری و تبلیغات:دایرکت➡️",""
"faratar_az_tasavor",1564480903,6780,717000,133,"💥#جالب‌ترین ها، #دانستنى، #حقایق #فراترازتصور 🎉
🔥
◀",""
"rasht_no",50473056352,1613,3149,973,"🗞پایگاه تحلیلی خبری رشت نو
💡با ما همراه باشید
🌐فعالیت‌ در تلگرام ، روبیکا ، ایتا 👇",""
"mafiri.ir_official",36829113659,2045,25100,81,"صفحه رسمی فدراسیون موتورسواری و اتومبیلرانی جمهوری اسلامی ایران
Official account of Motorcycle & Automobile Federation of I.R.Iran 🇮🇷","mafiri.ir"
"novinscan_afshar",1495067569,70,8899,3701,"🚗Car electronics🚗Car service
تهران.ایران.قرچک💪",""
"pt_mv",43645852907,13,1425,506,"ابو نجم،
شاعر شعبي
استحليني أنتِ
بدلًا من الأرق.
@realmadrid","t.me/buthinabll"
"zahra.amadani",49934901154,23,1848,767,"مربی رسمی فدراسیون وزنه برداری وبدنسازی🇮🇷
کمک مربی وزنه برداری بانوان خراسان رضوی
ارشد آسیب شناسی ورزشی وحرکات اصلاحی
@fitness.zahra.amadani",""
"bashir.online",1620764330,14683,376201,769,"بشیر/ پیجی برای بدنسازی ، فیتنس و تناسب اندام
Journalist-zandi",""
"qj.g0",54024570100,36,8569,404,"• ﮼أنُظرَ جَّيداً أنُظرَ مرهَّ أُخرىْ أنَا أقوىْ رًجْلٌ تعُرفهٌوُ ..",""
"online7sport",3508548787,1137,52146,3888,"مرجع خرید استوک های فوتبالی هستیم⚽️😉
نگران سایزت نباش،تعویض داریم♻️
هرسوالی داشتی دایرکت ازم بپرس❓
اسلامی | ۰۹۰۵۲۵۷۶۱۸۵",""
"iwfc4ever",3111920481,20203,44188,11,"💡 رسلینگ یه داستان عاشقانه نیست ، یه کمدیه برای کسانی که منتقد ضربات مشتن ، یه فانتزیه که اکثر مردم نمیتونن درک کنن
➖️➖️
🔜 الیمینیشن چمبر: ۵ اسفند 🇦🇺","instagram.com/IWFC_Shop"
"farhad_sharipoor",3532397262,45,1863,5648,"#فرهاد_شریف_پور
مسول_کمیته_آنزان_رزم_استان_ک_ب
رئیس هیئت کونگ فو شهرستان کهگیلویه
عضوتیم ملی کونگ فو سال87
۴۰قهرمانی شهرستانی استانی کشوری",""
"aminpirali_ir",15758000660,15,2299,1385,"﷽
Former member of Iran archery national team🇮🇷🇮🇷.
Recurve IR national coach 🏹
CroSSFit 🏋🏻‍♂️
1994",""
"dayeretalaei",4253186959,1724,103353,158,"شنبه ها ساعت ١٦:٣٠
از شبکه سه سيما",""
"dojo.ali_ashouri",1900667902,411,9548,7733,"حسبی الله🕋
SAMURAI ⛩️
🇯🇵 5 Dan japan
founder of Bavi city karate🥋
🇶🇦former coach of Qatar's team
🇮🇷President of JKS Shotokan Khuzestan",""
"koshti_barghamad",22600386709,47,2298,160,"#کشتی_با_چوخه #گود_بنی_هاشم #روستای برغمد
#فیلم ها و #کلیپ های بسیار #زیبا از #مسابقات_کشوری
@barghamad_village
t.me/chokhe_channel",""
"varzesh__banovan",3977991231,3406,217224,2147,"🏆قدیمی ترین پیج ورزشی بانوان🏆
🔥
🇮🇷 تابع قوانین جمهوری اسلامی ایران 🇮🇷
🔥
✌برای حمایت پیج را فالو کنید✌
تبلیغ = دایرکت",""
"horse_city_marand",29651801417,44,20888,60,"مربی سوارکاری
آموزش سوارکاری کلاسیک 🐎
فروشگاه لوازم سوارکاری الماس @lavazem_savarkari_almas",""
"_victor_sport",20176918687,552,35920,348,"《استایل باشگاهت روبامن بساز🌱》
امکان خرید حضوری و آنلاین ✈️
انواع پوشاک ورزشی زنانه وارداتی 👩🏻
مدل های جدیداول استوری میشن😍
09011897075",""
"parvaz__club",33219843345,51,2157,3117,"دوستدار طبیعت و کوهنوردی
استان چهارمحال بختیاری_دستنا
صفحه رسمی باشگاه کوهنوردی پرواز
برگزار کننده برنامه های یک روزه و چند روزه",""
"viin__shopp2",53554172271,133,1167,996,"👙لباس زیر زنانه👙
▪️فروش حضوری و آنلاین
با مدیریت:فرمیسک شیوه
پیج قبل از دسترس خارج شد
@viin__shopp
▪️آدرس فروشگاه:بانه،مجتمع رویال قصر،طبقه۱،پلاک۱۱","t.me/viinshopp"
"__mahgram__",33908698763,523,35500,195,"من هم گُــل کسی هستم اذیتم نکنید
🤗بـــفرمـا تــــــو دَم در بـده😉
غم‌‌؛ غصه‌‌‌‌‌‌؛حال بد خریِـداریم😂
بـــشتابیــد به هایـلایـت داســتان واقـعــی 🐙😵‍💫",""
"clinic.pasargad.ramsar",15281946854,197,2367,1741,"🔥علیپور هستم.مدیریت فروشگاه تخصصی پاسارگاد🔥
🔹فروش انواع فیلترهای شنی Emaux
♦️مجری صفر تاصد کارگروه مجرب
🔹فروش انواع پمپ استخری
🔹فروش تجهیزات استخر",""
"taekwondo.jame",50373732000,122,36351,2,"|•🥊🥋دنیای ما رزمی کارا کلا فرق میکنه•|
|•👀🤭مارو از استوری ها بشناس•|
|•🏅🎽محصولاتمون تو هایلات ها•|
@razmi.jame",""
"semnan.ikf",33360720949,512,1309,123,"خبرگزاری کاراته استان سمنان
اطلاع رسانی اخبار اطلاعیه و برنامه های کاراته استان
رئیس هیئت: نرگس افضلی",""
"karateh.esmaeili",45177655893,170,2367,358,"خانم اسماعیلی
مربی و داور کاراته
نائب رئیس دفاع شخصی ISDO استان
استاد دانشگاه
مربی تیم کاراته دانشگاه
داوری : درجه ممتاز
مکان آموزش: شهر بابل",""
"tkd_coach",6101503759,24,4391,5,"در این پیج یه تکواندوکار به تمام عیار میشی
با بدنسازی اختصاصی آشنا میشی
کمکت میکنم رایگان تکواندوکار حرفه ای بشی
📝ارائه برنامه تخصصی
@fitsportclub.ir",""
"mrymajyr",13691821129,388,3452,2219,"مربی و داور رسمی فدراسیون جمهوری اسلامی ایران
حساب باشگاه کارا @kara1gym",""
"mohamad_reza_.gh",4185580440,29,2677,570,"Esfahan🏡•
Physical education 📚•
Long jump💪•
Fitness💪•",""
"gold__wrestling",6444814837,2214,77296,238,"Admin page:behrad
خوشا آنکه نیک آمد‌ و نیک زیست
جهانی زمرگش به حسرت گریست
Welcome to the international page🇮🇷IRI
باماهمراه باشید با کلیپ های ناب کشتی",""
"dubaichekhabar",63971869048,342,7479,87,"بزرگ‌ترین مرکز اطلاعات رسانی و اخبار روز امارات 🇰🇼",""
"dokhtarane_kooh",47813217280,16,5252,4079,"معرفی دختران کوهنورد و قله های ایران🏔😍",""
"lut.marathon",18127723064,95,4330,956,"@moein.afzali","www.luttravel.ir"
"kaaylion",3588052506,8,2927,631,"god 1st | kaaylioncollabs@gmail.com ʕʘ̅͜ʘ̅ʔ",""
"lezatefootball",9673185658,1916,93113,4,"برنامه پخش فوتبال های اروپا از شبکه ورزش",""
"taekwondo.koryo",8994573364,708,88751,152,"🥋دنیای ما تکواندو کارا فرق میکنه🥋
😍هایلایت هارو بادقت ببین😍
🥇انگیزشی، آموزشی و فروشگاهی تکواندو🥇",""
"alishahi__amir",14502356476,443,30238,7058,"💥مدیر تیم پدیده‌ های ژیمناستیک(عصرجدید)
جهت استعدادیابی فرزندتان در رشته ژیمناستیک در شهر مشهد به دایرکت مراجعه کنید.",""
"anajsport",36898073674,3518,20413,4237,"صفحه ورزشی آناج (صدای رسای آذربایجان)
پایگاه اطلاع رسانی آناج: @anajnews_ir
آناج-ترکیه و قفقاز: @anaj_tr
اخبار ورزش آذربایجان را با ما دنبال کنید",""
"kabudsport",3043137964,1295,57723,165,"تهران ضلع شرقی دریاچه چیتگر مجتمع پارامیس همکف پ 39
📞02146055983
---
تبریز بازار کبود پلاکهای137,138,148
📞04135232363
بیش از یک دهه سابقه تولید و فروش",""
"raad_padafand",31686885940,357,2435,44,"صفحه رسمی باشگاه رعد پدافند ایران🔰
حاضر در لیگ ۱ بزرگسالان فوتسال کشور🔰",""
"khane__rangemo",12663097002,224,7765,1597,"محصولات اورجینال آرایشی♥️
تخصص در رنگ های ترکیبی 💙
مراقبتی های پوست و مو✨
آرایشگاهی و سالنی💛
ارسال به سراسر کشور🚚
شهریار_امیریه_ابتدای خیابان ولیعصر🏪","t.me/joinchat/AAAAAE3gpSkmAT9azGLzZA"
"babakafshar2020",4098904781,272,1003,3788,"🛑تنها صفحه رسمی و مجاز تاریخ شفاهی استان کرمان🛑
مسئول اسناد و تاریخ شفاهی سازمان اسناد ملی کرمان
صاحب امتیاز و مدیر مسئول نشریه فرهنگی و ورزشی تناوران",""
"fatemehomidi_psychologist",8384248379,45,4277,2200,"📌روانشناس🔶 متخصص مهارت های زندگی و توسعه فردی
🔹عضوهیئت موسس انجمن حقوق شهروندان 🔹 نویسنده و مدرس
@fateme.omidi.psy 👈🏻 پيج كاری🟡
ش.ن ۳۰۲۰۹
ش.پ ۱۶۵۶۹۸۰",""
"judo.razm.iran",28464939278,218,10733,5932,"ما کوچیکا خدامون بزرگه
من بنده اون خدام حاجی بزرگه شما واس ما خعیلی کوچیکه",""
"9012_arash",49336710878,1,2718,764,"زندگی بالا و پاین داره اما خدا بزرگه 🙏🤲",""
"dr_g.com84",1572834254,130,76767,0,"",NULL
"narges.moradif",44204513336,12,13585,307,"🦋نرگس مرادي🦋
.
.
.
.
.
.
.
.
.
🧚‍♂️گاهي خيال پرواز ميشود بال پرواز🧚‍♂️",""
"raad.awwad.drive",355831929,280,26683,331,"Amman 0799924343
تدريب الفئات 🏁
● الفئة الثالثـة أوتوماتيك/عادي🚗
● الفئة الرابعة 🚕
● الفئة السابعة ♿
● دروس تقوية 🚘",""
"raad.1775",53257495002,109,11526,840,"",""
"taekwondokermanshah",25704782638,1158,2298,1,"صفحه رسمی هیات تکواندو استان کرمانشاه در اینستاگرام
👇👇👇پوشش آخرین اخبار و اطلاعات تکواندو👇👇👇
کانال تلگرام هیات تکواندو استان کرمانشاه",""
"masomesmaeili_",3156045300,181,8725,997,"-Fitness Trainer🏋🏽‍♀️
-Pro Taekwondo Player 🥊🥋
-Online Coaching 📥
-Lifestyle | Personal Blog",""
"volleyball_lige1",50369267676,86,4503,60,"معتبرترین صفحه لیگ یک والیبال ایران
صفحه قبلی از دسترس خارج شده
@volleyball_lig1
با ما در ارتباط باشید😉",""
"behnamyakhchali",705800088,23,24025,1119,"Pro basketball player
Germany 📍🇩🇪 @roemerstromgladiators",""
"sport.land_shop",5627517756,2335,3117,20,"‍ فروشگاه #ورزشی اسپرت لند🎽
☎️38459047
#ارسال_به_سراسر_کشور رایگان
کرمانشاه‌ :
#22بهمن..میدان هفده شهریور__روبروی کافه بابونه
پخش محصولات #ترک🇹🇷",""
"bashga_toofan_izeh",4312392088,464,3453,7661,"باشگاه کوهنوردی، سنگنوردی طوفان
خوزستان ایذه
مدیر احمد آقائی،مربی
مدیر بانوان تاراز داودی، مربی
ستاره آقائی مربی سنگ سالن
Tel:09166920631",""
"shokranehrajabi",52743225283,115,3558,743,"#وطن
🥋 Taekwondo player
در کنار هم دنیا رو زیباتر ببینیم 👁️
اصفهان📍",""
"ardabil.tkd.official",40855743312,2167,2409,12,"www.tkd_ardabil.ir
t.me/ardebil_taekwondo
Email:ardabil.tkd2020@yahoo.com",""
"wrestling.stars",2025161398,5940,334929,197,"",""
"kelab_sport",31376563361,1300,50488,771,"@shahrokh_kiavash امنیت پیج شاهرخ کیاوش🔐
@kelab_shoes : 👟کفش و کتونی
من فوتبالیستم هواتو دارم💌
آدرس:قزوین،پاساژ مهروماه،طبقه2
09198495346| ایران خواه🙋",""
"tkd_bushehr",45373309680,1097,2008,40,"صفحه رسمی اطلاع رسانی هیات تکواندو استان بوشهر
📱ارتباط مستقیم با هیات تکواندو📥👇🏼",""
"kit_footballe",51761089948,629,34003,311,"اول مقایسه کنید با بقیه بعد خرید کنید🤩🤝هایلایت چک کنید👌
پاسخگویی ۳ دقیقه🤝 ارسال کیت به سراسر کشور🛩
ارتباط 📞 09175494058 امکان تعویض و مرجوعی",""
"zeynabarzandeh_tkd",27900036426,15,2000,294,"_تکواندو
_فیتنس
*‹ ‌باور ›🕊️✌️",""
"negarpourjamali_official",47140630644,47,2823,586,"مدال طلا آسیایی چین تایپه🥇
مدال برنز جهانی کره جنوبی🥉
۵دوره عضو تیم ملی🏆
جوان برتر در سال ۹۵🏅
پرچمدار ایران در مسابقات جهانی 🇮🇷
چندین طلا و نقره کشور",""
"pooyansport",3104917779,723,14500,239,"فروش حضوری و آنلاین 📬
تک و عمده
تهران_ اسلامشهر _واوان پاساژ اکباتان۲طبقه همکف واحد۲۴
کیفیت وقیمت مناسب حرف اول ماست👌
شماره : ۰۹۳۶۶۷۹۹۹۰۴_۰۲۱۵۶۱۶۵۹۶۸",""
"jwdwkh",3522317914,199,5450,127,"لایک وفالو کنید لایک وفالو میشید",""
"405_savaran_51",27985679391,1379,95500,41,"🇮🇷پیج تابع قوانین جمهوری اسلامی ایران می باشد🇮🇷
♥️تبلیغات پذیرفته میشود♥️",""
"jawsfax_a7lajaw",52113342084,1162,6511,25,"ⒿⒶⓌ ⓈⒻⒶⓍ 🥰❤️
الحساب الرسمي 👌
اخبار الجهة 💞
Creator @nahouda_maharssi",""
"hairstyl.shahir",57712090036,52,1136,695,"انجام انواع شنيون مدل هاى روسى و لبنانى و اروپايى
بگزارى كلاس هاى خصوصى و آموزش صفر تا صد
.
📍سنندج
………………………….
•جهت رزرو وقت به دايركت مراجعه فرماييد•",""
